,starting_time_stamp,coordinates_of_starting_location,coordinates_of_destination,estimate_travel_time_minutes
39979,2017-04-01 17:36:05, 116.464792 40.023393, 116.15004 39.817037,115.0
39980,2017-04-01 13:26:49, 116.219254 39.905372, 116.315957 39.933876,46.0
39981,2017-04-01 11:24:23, 116.559227 39.788839, 116.56929 39.789733,18.0
39982,2017-04-01 09:13:15, 116.352042 39.87927, 116.348633 39.871901,18.0
39983,2017-04-01 09:47:35, 116.353052 39.874907, 116.390637 39.88416,10.0
39984,2017-04-01 09:25:18, 116.448116 40.069917, 116.419555 39.905776,59.0
39985,2017-04-01 09:47:41, 116.448107 40.06991, 116.418007 40.126522,35.0
39986,2017-04-01 10:24:10, 116.448772 40.070014, 116.418007 40.126522,35.0
39987,2017-04-01 10:56:23, 116.423017 40.072616, 116.418007 40.126522,31.0
39988,2017-04-01 11:17:39, 116.41734 40.094814, 116.418007 40.126522,18.0
39989,2017-04-01 12:47:43, 116.418696 40.122937, 116.448008 40.070166,33.0
39990,2017-04-01 13:24:44, 116.44004 40.075197, 116.448008 40.070166,4.0
39991,2017-04-01 20:30:32, 116.415723 39.983562, 116.706581 39.940444,82.0
39992,2017-04-01 21:00:30, 116.44298 39.9908, 116.703281 39.939038,74.0
39993,2017-04-01 06:51:10, 116.510764 40.014584, 116.385163 39.870964,100.0
39994,2017-04-01 09:26:02, 116.313379 39.872445, 116.298755 39.93165,34.0
39995,2017-04-01 09:40:37, 116.310495 39.873726, 116.298755 39.93165,33.0
39996,2017-04-01 10:01:13, 116.304764 39.930246, 116.298755 39.93165,11.0
39997,2017-04-01 15:21:16, 116.212255 39.842824, 116.293171 39.796376,28.0
39998,2017-04-01 15:52:47, 116.285424 39.780966, 116.293171 39.796376,5.0
39999,2017-04-01 21:40:47, 116.477392 39.846296, 116.439075 39.874055,14.0
40000,2017-04-01 08:52:54, 116.471939 39.964541, 116.537761 39.857918,42.0
40001,2017-04-01 10:01:19, 116.571546 39.871084, 116.537761 39.857918,10.0
40002,2017-04-01 13:38:45, 116.396715 39.974944, 116.438036 39.889771,32.0
40003,2017-04-01 07:47:47, 116.437597 39.909447, 116.411424 40.026777,43.0
40004,2017-04-01 19:14:00, 116.332764 39.935164, 116.32957 39.93775,8.0
40005,2017-04-01 23:02:21, 116.340377 40.064173, 116.190864 40.098408,43.0
40006,2017-04-01 23:26:42, 116.340377 40.064173, 116.190864 40.098408,43.0
40007,2017-04-01 18:22:39, 116.467923 39.883623, 116.456001 39.937575,19.0
40008,2017-04-01 13:40:24, 116.582062 39.805657, 116.585182 39.808375,8.0
40009,2017-04-01 17:46:46, 116.327075 40.171181, 116.342616 40.180569,5.0
40010,2017-04-01 09:58:26, 116.711884 39.872015, 116.327765 39.900515,107.0
40011,2017-04-01 10:02:52, 116.675639 39.846621, 116.327765 39.900515,98.0
40012,2017-04-01 10:36:35, 116.485255 39.881572, 116.327765 39.900515,44.0
40013,2017-04-01 13:23:01, 116.443597 39.935627, 116.434401 39.912108,8.0
40014,2017-04-01 19:46:18, 116.548187 39.947652, 116.677135 40.133838,122.0
40015,2017-04-01 20:28:00, 116.460234 39.929112, 116.459228 39.942632,32.0
40016,2017-04-01 20:12:18, 116.500586 40.100823, 116.580623 39.911985,71.0
40017,2017-04-01 07:57:24, 116.353668 40.036836, 116.3502 40.036566,6.0
40018,2017-04-01 13:52:28, 116.315053 40.06149, 116.32029 40.05581,16.0
40019,2017-04-01 14:20:45, 116.361717 39.941913, 116.336114 39.914526,19.0
40020,2017-04-01 14:39:17, 116.362094 39.941346, 116.336114 39.914526,19.0
40021,2017-04-01 10:09:09, 116.474032 39.75042, 116.445393 39.85908,40.0
40022,2017-04-01 07:21:29, 116.437456 39.986628, 116.433587 39.911171,43.0
40023,2017-04-01 07:30:47, 116.433587 39.911171, 116.403857 39.915291,13.0
40024,2017-04-01 06:52:25, 116.368768 39.989657, 116.337845 39.759234,83.0
40025,2017-04-01 08:27:23, 116.364528 39.988841, 116.423225 39.951541,33.0
40026,2017-04-01 09:41:47, 116.364484 39.988752, 116.423225 39.951541,33.0
40027,2017-04-01 10:05:01, 116.364331 39.98862, 116.454314 39.851455,88.0
40028,2017-04-01 11:56:03, 116.364493 39.988786, 116.387813 39.982829,45.0
40029,2017-04-01 14:22:16, 116.376359 39.837259, 116.387992 39.846069,30.0
40030,2017-04-01 14:05:23, 116.321598 40.006349, 116.319763 39.998932,18.0
40031,2017-04-01 15:44:05, 116.329548 40.011254, 116.350586 40.093782,30.0
40032,2017-04-01 23:34:04, 116.432189 40.001341, 116.386851 40.005545,20.0
40033,2017-04-01 11:15:16, 116.324105 39.989194, 116.400409 40.180569,72.0
40034,2017-04-01 20:02:33, 116.169857 39.938815, 116.346606 39.891077,83.0
40035,2017-04-01 08:31:45, 116.175405 40.180569, 116.35846 39.995469,84.0
40036,2017-04-01 14:46:51, 116.365849 39.999199, 116.385325 40.000463,8.0
40037,2017-04-01 18:45:47, 116.358797 39.973403, 116.454879 39.96484,26.0
40038,2017-04-01 21:41:07, 116.428254 39.856495, 116.503638 39.792884,31.0
40039,2017-04-01 13:23:58, 116.278677 40.003835, 116.557079 39.919544,555.0
40040,2017-04-01 18:14:44, 116.253965 39.869808, 116.338903 39.727173,90.0
40041,2017-04-01 08:54:56, 116.423583 40.061117, 116.401561 39.857972,117.0
40042,2017-04-01 14:09:42, 116.275039 40.137673, 116.295054 40.154687,13.0
40043,2017-04-01 17:30:31, 116.299671 40.153115, 116.384794 39.871009,167.0
40044,2017-04-01 09:03:18, 116.313433 39.914234, 116.300995 39.915769,23.0
40045,2017-04-01 15:54:04, 116.43492 40.08434, 116.422613 40.039273,16.0
40046,2017-04-01 16:07:59, 116.408986 39.995585, 116.403288 39.852547,51.0
40047,2017-04-01 18:48:51, 116.40842 39.996546, 116.34436 39.966094,20.0
40048,2017-04-01 11:18:57, 116.496714 39.899401, 116.490882 39.906036,19.0
40049,2017-04-01 13:06:42, 116.440741 39.771455, 116.422177 39.847756,28.0
40050,2017-04-01 16:20:16, 116.468759 39.95422, 116.46671 39.966976,30.0
40051,2017-04-01 16:49:24, 116.393768 40.058425, 116.310083 40.143545,257.0
40052,2017-04-01 09:57:45, 116.402635 39.871525, 116.214049 39.924529,55.0
40053,2017-04-01 09:32:34, 116.358546 40.027333, 116.32668 39.935917,54.0
40054,2017-04-01 09:51:11, 116.358986 40.013748, 116.32668 39.935917,47.0
40055,2017-04-01 18:59:19, 116.323359 39.903628, 116.327765 39.900515,11.0
40056,2017-04-01 08:08:26, 116.364807 39.994093, 116.493723 39.926453,69.0
40057,2017-04-01 11:36:39, 116.379243 39.904645, 116.447361 39.920632,31.0
40058,2017-04-01 15:34:46, 116.327806 39.976865, 116.315957 39.933876,25.0
40059,2017-04-01 20:25:32, 116.350659 40.092179, 116.336205 40.091399,26.0
40060,2017-04-01 10:15:30, 116.422931 40.118453, 116.390755 39.907963,76.0
40061,2017-04-01 08:38:50, 116.361834 39.895332, 116.3598 39.879337,5.0
40062,2017-04-01 06:28:05, 116.65999 39.895374, 116.458563 39.912847,90.0
40063,2017-04-01 13:53:30, 116.366127 39.989049, 116.34462 39.98364,6.0
40064,2017-04-01 08:20:47, 116.281723 39.934479, 116.102884 40.115553,131.0
40065,2017-04-01 18:44:55, 116.316496 39.928635, 116.273276 39.891086,18.0
40066,2017-04-01 23:16:31, 116.327303 39.885948, 116.102884 40.115553,103.0
40067,2017-04-01 05:54:03, 116.281363 39.942113, 116.46647 39.87737,56.0
40068,2017-04-01 06:46:33, 116.609389 39.920017, 116.433587 39.911171,49.0
40069,2017-04-01 07:30:42, 116.441648 39.9155, 116.362456 39.961123,27.0
40070,2017-04-01 09:06:45, 116.361932 39.96056, 116.61331 39.89838,73.0
40071,2017-04-01 19:21:57, 116.280761 39.900542, 116.338377 39.804784,38.0
40072,2017-04-01 19:37:06, 116.292556 39.84613, 116.338377 39.804784,19.0
40073,2017-04-01 23:34:15, 116.567594 39.756306, 116.588746 39.759105,5.0
40074,2017-04-01 13:02:38, 116.427509 39.978137, 116.243273 39.920912,88.0
40075,2017-04-01 13:49:23, 116.424023 39.974923, 116.242911 39.913089,88.0
40076,2017-04-01 14:11:41, 116.425452 39.914939, 116.242911 39.913089,81.0
40077,2017-04-01 14:34:01, 116.315041 39.914787, 116.350661 40.004072,33.0
40078,2017-04-01 15:01:48, 116.242655 39.913141, 116.242691 39.91976,15.0
40079,2017-04-01 17:08:21, 116.418409 39.914587, 116.428079 39.977684,36.0
40080,2017-04-01 09:55:33, 116.342987 39.913376, 116.315957 39.933876,70.0
40081,2017-04-01 10:53:43, 116.424706 39.902189, 116.457289 39.890746,9.0
40082,2017-04-01 13:09:49, 116.262723 39.923614, 116.228224 39.908981,10.0
40083,2017-04-01 12:49:08, 116.455841 39.951005, 116.445864 39.944406,24.0
40084,2017-04-01 12:11:58, 116.33229 39.929278, 116.478487 40.018756,83.0
40085,2017-04-01 14:53:32, 116.473762 40.015523, 116.478534 40.018759,11.0
40086,2017-04-01 09:11:14, 116.295076 40.154625, 116.291907 40.000528,55.0
40087,2017-04-01 11:37:44, 116.225886 39.989225, 116.145768 40.144622,60.0
40088,2017-04-01 12:05:48, 116.346194 39.997824, 116.370012 40.075514,46.0
40089,2017-04-01 17:04:20, 116.476017 39.950272, 116.457048 39.973728,9.0
40090,2017-04-01 17:53:41, 116.453946 39.969173, 116.464052 39.96103,27.0
40091,2017-04-01 18:30:48, 116.466944 39.960248, 116.475846 39.950582,28.0
40092,2017-04-01 10:51:42, 116.390885 40.026049, 116.396699 39.999319,65.0
40093,2017-04-01 12:03:25, 116.399508 40.000007, 116.41323 40.011508,37.0
40094,2017-04-01 14:43:05, 116.414366 40.018742, 116.621192 40.061075,59.0
40095,2017-04-01 11:21:58, 116.701546 40.005417, 116.457889 40.142008,83.0
40096,2017-04-01 12:04:57, 116.65246 40.067197, 116.457889 40.142008,60.0
40097,2017-04-01 12:38:01, 116.560575 40.138031, 116.457889 40.142008,28.0
40098,2017-04-01 09:10:11, 116.627112 39.967175, 116.657918 39.923916,17.0
40099,2017-04-01 08:58:12, 116.328309 39.900335, 116.312984 39.887419,10.0
40100,2017-04-01 09:11:15, 116.310055 39.886973, 116.312984 39.887419,5.0
40101,2017-04-01 09:58:21, 116.310082 39.88698, 116.401561 39.857972,44.0
40102,2017-04-01 11:50:42, 116.711884 40.098081, 116.646693 40.121597,20.0
40103,2017-04-01 14:53:42, 116.425083 39.96376, 116.278106 40.180569,88.0
40104,2017-04-01 20:03:53, 116.217512 39.906278, 116.287724 39.785466,47.0
40105,2017-04-01 15:46:11, 116.399338 39.888011, 116.404702 39.904906,41.0
40106,2017-04-01 09:24:49, 116.423646 39.941553, 116.270824 40.180569,96.0
40107,2017-04-01 11:36:59, 116.273969 40.180569, 116.348219 40.088174,39.0
40108,2017-04-01 12:18:58, 116.346212 40.087742, 116.425416 39.941135,57.0
40109,2017-04-01 18:32:39, 116.302294 39.979526, 116.310289 39.943441,21.0
40110,2017-04-01 19:44:37, 116.307836 39.949042, 116.480235 39.899696,51.0
40111,2017-04-01 11:43:18, 116.320458 39.692216, 116.467558 39.812614,95.0
40112,2017-04-01 13:49:03, 116.345619 39.887388, 116.590827 40.015492,131.0
40113,2017-04-01 22:53:04, 116.427176 39.947078, 116.427697 39.946998,0.0
40114,2017-04-01 07:57:57, 116.462013 39.913916, 116.354054 39.937795,50.0
40115,2017-04-01 08:25:46, 116.363531 39.912684, 116.354054 39.937795,15.0
40116,2017-04-01 09:04:34, 116.352608 39.937715, 116.625367 39.933331,121.0
40117,2017-04-01 11:43:43, 116.350587 39.9386, 116.381422 39.913107,20.0
40118,2017-04-01 13:21:42, 116.242548 39.909786, 116.413377 39.917843,47.0
40119,2017-04-01 07:18:12, 116.466315 39.871711, 116.268536 40.052129,136.0
40120,2017-04-01 18:04:22, 116.521031 39.997444, 116.537659 40.01381,12.0
40121,2017-04-01 18:20:11, 116.571546 39.871084, 116.344688 39.828939,64.0
40122,2017-04-01 18:43:27, 116.587632 39.920044, 116.344688 39.828939,75.0
40123,2017-04-01 20:35:48, 116.585359 39.918239, 116.589132 39.879214,14.0
40124,2017-04-01 18:10:40, 116.215221 39.934963, 116.48409 39.883103,123.0
40125,2017-04-01 22:12:45, 116.593668 40.003317, 116.207545 39.895405,114.0
40126,2017-04-01 10:15:14, 116.333258 39.855602, 116.376476 40.007625,90.0
40127,2017-04-01 13:35:32, 116.382683 40.00331, 116.345754 39.854557,87.0
40128,2017-04-01 12:35:19, 116.38306 39.854377, 116.472673 39.776201,37.0
40129,2017-04-01 12:41:05, 116.275083 40.047184, 116.538638 39.89736,91.0
40130,2017-04-01 23:06:20, 116.38139 40.116495, 116.332058 39.931138,109.0
40131,2017-04-01 15:09:40, 116.445583 39.852805, 116.467558 39.812614,25.0
40132,2017-04-01 20:27:48, 116.165293 40.083575, 116.146361 40.145563,36.0
40133,2017-04-01 22:22:58, 116.420241 40.088784, 116.377967 40.108953,22.0
40134,2017-04-01 22:44:36, 116.380745 40.08548, 116.514365 39.942696,63.0
40135,2017-04-01 11:19:24, 116.334319 39.795133, 116.27487 39.998475,75.0
40136,2017-04-01 12:48:34, 116.291907 40.000528, 116.27487 39.998475,31.0
40137,2017-04-01 13:30:37, 116.291907 40.000528, 116.286213 40.004522,14.0
40138,2017-04-01 13:54:05, 116.291907 40.000528, 116.28037 40.005299,24.0
40139,2017-04-01 14:21:34, 116.291907 40.000528, 116.27487 39.998475,31.0
40140,2017-04-01 14:41:43, 116.291907 40.000528, 116.286213 40.004522,14.0
40141,2017-04-01 14:56:22, 116.291907 40.000528, 116.286213 40.004522,14.0
40142,2017-04-01 15:30:01, 116.291907 40.000528, 116.286313 40.002926,11.0
40143,2017-04-01 17:50:57, 116.334319 39.795133, 116.287535 39.997672,74.0
40144,2017-04-01 18:59:33, 116.349356 39.790045, 116.27487 39.998475,78.0
40145,2017-04-01 16:38:11, 116.434596 40.034605, 116.420013 40.056326,8.0
40146,2017-04-01 11:39:28, 116.442834 39.926249, 116.584339 39.935555,39.0
40147,2017-04-01 11:51:59, 116.442834 39.926249, 116.567375 39.916856,55.0
40148,2017-04-01 22:46:29, 116.437201 39.850728, 116.578522 39.928874,48.0
40149,2017-04-01 12:03:55, 116.489411 39.99535, 116.498615 40.136464,51.0
40150,2017-04-01 19:57:21, 116.499032 40.133777, 116.487093 40.006517,46.0
40151,2017-04-01 11:44:45, 116.659819 40.136383, 116.656903 40.127734,5.0
40152,2017-04-01 19:40:01, 116.407638 39.898577, 116.431344 39.909986,12.0
40153,2017-04-01 21:58:25, 116.44031 39.91469, 116.403857 39.915291,67.0
40154,2017-04-01 12:58:51, 116.325344 39.981793, 116.321405 39.990631,22.0
40155,2017-04-01 13:12:21, 116.321203 39.990113, 116.321405 39.990631,1.0
40156,2017-04-01 23:16:17, 116.29164 40.170043, 116.210271 39.978731,116.0
40157,2017-04-01 17:37:50, 116.299419 40.10677, 116.330635 40.07754,13.0
40158,2017-04-01 17:59:28, 116.325883 40.076722, 116.344027 39.998407,28.0
40159,2017-04-01 18:24:19, 116.462066 40.017588, 116.344027 39.998407,33.0
40160,2017-04-01 11:48:02, 116.316505 39.992352, 116.315957 39.933876,33.0
40161,2017-04-01 19:06:02, 116.329692 39.903891, 116.290186 39.860687,19.0
40162,2017-04-01 22:44:41, 116.328947 39.903836, 116.327905 39.918685,5.0
40163,2017-04-01 07:57:23, 116.351512 39.941726, 116.385495 39.871178,27.0
40164,2017-04-01 19:16:59, 116.209782 40.180569, 116.373619 40.036852,69.0
40165,2017-04-01 23:33:16, 116.197181 40.180569, 116.373619 40.036852,477.0
40166,2017-04-01 18:53:25, 116.314628 39.935004, 116.374297 39.973405,21.0
40167,2017-04-01 08:48:35, 116.514438 39.913916, 116.4063 39.870715,54.0
40168,2017-04-01 10:22:06, 116.519513 39.913853, 116.4063 39.870715,56.0
40169,2017-04-01 14:41:24, 116.339744 39.991647, 116.368886 39.91681,28.0
40170,2017-04-01 07:56:49, 116.376584 39.865668, 116.383986 39.856356,26.0
40171,2017-04-01 09:28:43, 116.414789 39.872777, 116.415501 39.873255,1.0
40172,2017-04-01 11:56:40, 116.328569 39.900037, 116.32758 39.900762,2.0
40173,2017-04-01 15:14:01, 116.380745 40.08548, 116.37235 40.08694,15.0
40174,2017-04-01 07:56:27, 116.398862 39.901124, 116.418037 39.919791,13.0
40175,2017-04-01 16:21:28, 116.40312 39.929105, 116.414638 39.940088,8.0
40176,2017-04-01 16:10:11, 116.377177 39.843048, 116.353992 39.862889,9.0
40177,2017-04-01 00:03:23, 116.334489 39.780515, 116.418953 39.902972,80.0
40178,2017-04-01 07:57:54, 116.398287 39.956972, 116.385154 39.870957,50.0
40179,2017-04-01 08:45:14, 116.285855 39.877955, 116.292504 40.119537,139.0
40180,2017-04-01 08:59:38, 116.285927 39.878086, 116.292504 40.119537,139.0
40181,2017-04-01 10:59:23, 116.354818 39.87212, 116.352356 39.852154,11.0
40182,2017-04-01 13:08:00, 116.350659 39.85097, 116.292504 40.119537,157.0
40183,2017-04-01 15:08:10, 116.283654 39.762928, 116.283614 39.879342,42.0
40184,2017-04-01 16:09:56, 116.290068 39.869254, 116.283614 39.879342,6.0
40185,2017-04-01 16:56:09, 116.345907 39.963587, 116.621372 40.060685,134.0
40186,2017-04-01 17:31:40, 116.401422 39.956004, 116.442681 39.947304,11.0
40187,2017-04-01 20:27:02, 116.176783 39.929458, 116.177814 39.928793,2.0
40188,2017-04-01 12:51:37, 116.097752 39.94916, 116.280281 39.956166,50.0
40189,2017-04-01 13:02:44, 116.171474 39.930876, 116.280281 39.956166,31.0
40190,2017-04-01 13:28:09, 116.280528 39.956336, 116.108075 39.946235,48.0
40191,2017-04-01 08:56:42, 116.456973 39.935959, 116.46242 39.937917,11.0
40192,2017-04-01 10:19:28, 116.462264 39.93804, 116.411366 39.842615,37.0
40193,2017-04-01 18:45:57, 116.319739 40.082898, 116.300233 40.100786,13.0
40194,2017-04-01 20:33:49, 116.228875 40.12673, 116.600868 40.085558,104.0
40195,2017-04-01 23:51:01, 116.384092 39.907925, 116.351704 39.979643,27.0
40196,2017-04-01 12:46:43, 116.473529 39.929465, 116.474808 39.932056,6.0
40197,2017-04-01 15:27:05, 116.491288 39.929368, 116.486495 39.926646,11.0
40198,2017-04-01 22:17:49, 116.465884 39.959896, 116.455271 39.956067,21.0
40199,2017-04-01 23:09:33, 116.485054 39.923994, 116.486495 39.926646,6.0
40200,2017-04-01 23:19:04, 116.490103 39.924195, 116.49015 39.923311,2.0
40201,2017-04-01 11:48:06, 116.356605 40.017782, 116.375164 39.769404,143.0
40202,2017-04-01 15:20:59, 116.356543 40.017782, 116.460853 39.981937,50.0
40203,2017-04-01 19:55:15, 116.353955 40.012311, 116.444349 40.180569,105.0
40204,2017-04-01 09:49:17, 116.467349 39.876757, 116.404292 39.939991,28.0
40205,2017-04-01 10:00:15, 116.467384 39.876757, 116.444327 39.913379,14.0
40206,2017-04-01 10:40:22, 116.467088 39.876363, 116.502954 39.882498,16.0
40207,2017-04-01 14:40:36, 116.448987 39.899754, 116.446731 39.916839,9.0
40208,2017-04-01 15:09:00, 116.445187 39.913923, 116.446731 39.916839,7.0
40209,2017-04-01 16:06:06, 116.448233 39.914345, 116.414957 39.908408,15.0
40210,2017-04-01 16:40:07, 116.432 39.911266, 116.414957 39.908408,7.0
40211,2017-04-01 17:22:19, 116.424742 39.905475, 116.426201 39.9031,6.0
40212,2017-04-01 18:01:01, 116.425496 39.905303, 116.46675 39.877599,24.0
40213,2017-04-01 11:37:27, 116.315122 40.046785, 116.311448 40.059467,31.0
40214,2017-04-01 11:58:34, 116.315122 40.046785, 116.317763 40.044659,7.0
40215,2017-04-01 11:48:22, 116.295089 40.155163, 116.255411 40.180569,23.0
40216,2017-04-01 03:16:36, 116.428093 39.947182, 116.386594 39.960855,12.0
40217,2017-04-01 05:43:24, 116.442313 39.946331, 116.40311 39.932037,19.0
40218,2017-04-01 07:40:39, 116.422685 39.955001, 116.370286 40.001702,35.0
40219,2017-04-01 09:33:40, 116.362588 39.946864, 116.350661 40.004072,33.0
40220,2017-04-01 12:27:19, 116.366056 40.001962, 116.418303 39.9171,54.0
40221,2017-04-01 19:18:21, 116.418364 39.914358, 116.269212 40.180569,167.0
40222,2017-04-01 13:45:00, 116.389456 39.807611, 116.357423 39.76506,28.0
40223,2017-04-01 15:34:33, 116.375102 39.818883, 116.395645 39.929986,64.0
40224,2017-04-01 11:28:50, 116.497704 39.971356, 116.496308 39.899208,26.0
40225,2017-04-01 17:10:39, 116.687155 39.880149, 116.69764 39.772461,62.0
40226,2017-04-01 16:15:57, 116.52961 40.157017, 116.421637 39.846944,185.0
40227,2017-04-01 17:07:24, 116.499517 40.10092, 116.312362 40.086969,52.0
40228,2017-04-01 16:29:38, 116.472451 39.965675, 116.456734 39.976892,9.0
40229,2017-04-01 16:45:26, 116.453955 39.969345, 116.45727 39.968862,6.0
40230,2017-04-01 11:26:15, 116.407189 40.091082, 116.299824 39.923531,67.0
40231,2017-04-01 12:18:07, 116.301414 39.923731, 116.239306 39.909102,18.0
40232,2017-04-01 12:52:47, 116.238352 39.909488, 116.171141 39.813547,39.0
40233,2017-04-01 13:38:44, 116.238326 39.909571, 116.171141 39.813547,39.0
40234,2017-04-01 07:56:03, 116.315053 40.06149, 116.346014 40.074772,9.0
40235,2017-04-01 19:34:41, 116.668012 39.884751, 116.711884 39.878476,12.0
40236,2017-04-01 10:12:47, 116.124681 39.799442, 116.097752 39.857557,35.0
40237,2017-04-01 07:52:50, 116.489411 39.99535, 116.479527 39.999469,20.0
40238,2017-04-01 11:42:13, 116.390903 39.886606, 116.390052 39.886381,1.0
40239,2017-04-01 13:15:21, 116.395448 39.871601, 116.376168 39.874488,5.0
40240,2017-04-01 07:47:28, 116.440893 39.895796, 116.446996 39.927252,11.0
40241,2017-04-01 16:51:03, 116.449346 39.965108, 116.44909 39.966163,2.0
40242,2017-04-01 11:39:42, 116.277348 39.967161, 116.538045 39.926247,118.0
40243,2017-04-01 12:09:46, 116.281606 39.965924, 116.538045 39.926247,116.0
40244,2017-04-01 12:21:10, 116.309265 39.990693, 116.538045 39.926247,108.0
40245,2017-04-01 12:46:25, 116.409453 39.994542, 116.538045 39.926247,69.0
40246,2017-04-01 13:19:46, 116.496049 39.931408, 116.538045 39.926247,18.0
40247,2017-04-01 15:46:29, 116.540156 39.92315, 116.277393 39.966428,119.0
40248,2017-04-01 16:23:02, 116.496777 39.925253, 116.277393 39.966428,100.0
40249,2017-04-01 18:52:44, 116.620581 40.061531, 116.468591 39.928767,102.0
40250,2017-04-01 19:17:08, 116.599804 40.085589, 116.468591 39.928767,107.0
